Frame,X,Y,Visibility,L,Theta
1519,879,240,1,2.8284270763397217,44.999999990661856
1520,881,244,1,2.8284270763397217,-44.999999990661856
1521,883,249,1,2.690001517534256,70.70730090359514
1522,885,255,1,2.823284387588501,48.455613561029466
1523,887,261,1,2.5,90.0
1524,0,0,0,-inf,-inf
1525,385,641,1,3.161905527114868,-17.5560055922111
1526,0,0,0,-inf,-inf
1527,894,299,1,2.6788043677806854,-16.002691604045093
1528,879,301,1,3.1470471918582916,-12.809335958669259
1529,862,307,1,3.353258863091469,-25.28035271224408
1530,844,313,1,3.1521207988262177,-28.577470848879244
1531,827,321,1,3.2004298269748688,-37.13584461911058
1532,0,0,0,-inf,-inf
1533,792,322,1,2.828427314758301,-44.999999999599794
1534,777,318,1,3.160614162683487,20.2935289502406
1535,752,313,1,2.5,90.0
1536,744,313,1,2.8284270763397217,44.99999999979242
1537,727,313,1,3.160614162683487,-20.2935289502406
1538,711,314,1,3.0331044755876064,-2.0020864703546937
1539,694,316,1,3.162277489900589,-18.462376186375067
1540,677,320,1,3.3123513758182526,-17.515421866012908
1541,660,324,1,3.622862756252289,-10.374500088798808
1542,643,331,1,3.0702869594097137,4.5811735227587596
1543,626,336,1,3.0702869594097137,-4.581173522929839
1544,612,331,1,3.3409448862075806,21.488497519104424
1545,596,327,1,2.877847522497177,21.74847853972667
1546,582,323,1,3.0,0.0
1547,569,323,1,4.0960045121610165,-4.0524973261348265
1548,564,319,1,3.150654971599579,66.65118917153585
1549,585,310,1,3.159335136413574,-15.963040570879878
1550,594,306,1,3.161456048488617,-19.741010947091592
1551,614,298,1,3.352947637438774,-28.068154715590865
1552,634,294,1,3.3436555713415146,-22.041888416952954
1553,661,288,1,2.915475994348526,-30.96375653207352
1554,678,286,1,2.5,0.0
1555,694,286,1,3.0745411533862352,-3.006350871985021
1556,709,286,1,3.0376800149679184,-6.635321937959254
1557,725,287,1,2.606141820549965,-7.244101614146494
1558,739,290,1,3.0403998121619225,8.006620835577309
1559,752,293,1,3.0413730666041374,9.328944237171052
1560,766,297,1,2.765263795852661,12.491578503918312
1561,778,302,1,2.765263795852661,12.491578503622247
1562,790,308,1,3.0122894644737244,17.39342668839049
1563,802,315,1,2.6906040012836456,70.3951160038087
1564,813,322,1,2.5,0.0
1565,823,320,1,2.914320021867752,-60.64980066765095
1566,833,313,1,2.8284270763397217,-44.99999999979242
1567,838,309,1,2.5153354704380035,-20.70164146053212
1568,845,304,1,2.6385603100061417,10.304846467411947
1569,0,0,0,-inf,-inf
1570,850,300,1,0.0,0.0
1571,837,297,1,1.0,90.0
1572,825,289,1,3.162277489900589,18.462376186560128
1573,813,287,1,2.5,0.0
1574,801,286,1,3.0331044755876064,-2.0020864703546937
1575,788,287,1,2.765263795852661,-12.491578503622247
1576,776,288,1,2.8087088018655777,-15.409959028496537
1577,763,290,1,2.9154761135578156,-30.963756531615168
1578,749,295,1,3.2231591641902924,-10.502551956801883
1579,737,299,1,3.353900447487831,-27.193136319275435
1580,723,305,1,3.35300150513649,-25.097214453996894
1581,709,313,1,3.0421741902828217,-69.4954565492149
1582,696,321,1,3.326495200395584,-33.921310092795295
1583,682,330,1,3.161456048488617,-19.741010946914752
1584,668,341,1,3.041198708117008,8.834597103707342
1585,655,339,1,3.1477569341659546,28.1406922521999
1586,644,333,1,3.500349670648575,36.91006290484935
1587,628,329,1,0.7071067690849304,44.99999999937468
1588,616,325,1,1.1067972034215927,-71.56505117657773
1589,0,0,0,-inf,-inf
1590,645,310,1,2.5153354704380035,20.701641461405313
1591,660,306,1,3.158213049173355,-21.340213183426336
1592,673,303,1,2.5,0.0
1593,687,302,1,3.157874196767807,-15.410967792438045
1594,699,301,1,3.0376800149679184,6.635321937942265
1595,711,302,1,2.765263795852661,12.491578503622247
1596,722,303,1,3.1602009534835815,20.511634512286104
1597,733,306,1,2.9153226613998413,31.551080020718157
1598,742,309,1,2.8653596341609955,41.60265078558564
1599,747,311,1,2.905406415462494,54.27288612084928
1600,756,316,1,2.658227890729904,30.963756531917248
1601,764,321,1,2.677588939666748,74.24786664107022
1602,773,317,1,2.228169083595276,31.38242665060447
1603,781,311,1,2.0,90.0
1604,786,307,1,2.643728584051132,10.870389527119432
1605,0,0,0,-inf,-inf
1606,0,0,0,-inf,-inf
1607,0,0,0,-inf,-inf
1608,770,295,1,2.6648531556129456,59.96866640419309
1609,760,295,1,2.765263795852661,-12.491578503387961
1610,750,295,1,2.914320021867752,-29.35019933158191
1611,744,296,1,2.828427314758301,-44.99999999983196
1612,735,298,1,3.0149397999048233,-17.022968677974617
1613,725,301,1,2.9138888269662857,-29.07317154791408
1614,708,309,1,2.881548434495926,-39.71323829089164
1615,697,315,1,2.828427314758301,-45.000000001176325
1616,687,323,1,3.161456048488617,-19.741010946944954
1617,681,326,1,3.2640415728092194,-50.12754088126841
1618,669,335,1,3.1613698601722717,-17.062059078892865
1619,656,329,1,3.6325550377368927,19.624001100924964
1620,645,325,1,3.198079288005829,41.33251376998008
1621,636,322,1,2.765263795852661,12.491578503622247
1622,627,320,1,3.1470471918582916,-12.809335958604148
1623,0,0,0,-inf,-inf
1624,0,0,0,-inf,-inf
1625,280,227,1,1.1067972034215927,71.56505117709884
1626,0,0,0,-inf,-inf
1627,648,308,1,3.039918027818203,-11.239717198754708
1628,654,307,1,2.765263795852661,-12.491578503498689
1629,675,304,1,2.5,0.0
1630,686,304,1,2.5,0.0
1631,693,305,1,2.606141820549965,-7.244101614255039
1632,704,306,1,2.636432468891144,33.522956729722154
1633,709,307,1,2.643728584051132,10.870389527295425
1634,718,309,1,2.765263795852661,12.491578503622247
1635,728,314,1,2.5252537857741117,-88.5040846269196
1636,0,0,0,-inf,-inf
1637,749,317,1,2.0,90.0
1638,753,312,1,2.5,0.0
1639,760,307,1,2.474873900413513,-45.000000001091834
1640,767,303,1,2.5,90.0
1641,774,296,1,3.8456746339797974,-77.70216044643446
1642,764,294,1,3.5931147933006287,-51.54975010680374
1643,751,294,1,5.047872446477413,-3.1878125619519238
1644,731,293,1,2.9154761135578156,30.963756532241213
1645,716,293,1,3.0773784816265106,-5.128409920931281
1646,702,294,1,3.1400251127779484,-5.9838058905379015
1647,687,297,1,3.2114219292998314,9.79313413487168
1648,671,299,1,3.638885647058487,-17.397679017827727
1649,656,302,1,3.332712337374687,-20.090930060282435
1650,640,308,1,3.3436555713415146,-22.041888416952954
1651,626,313,1,3.2915064990520477,-37.65165785164894
1652,609,321,1,3.353900447487831,-27.193136319118754
1653,594,330,1,3.2014546394348145,-38.1907291693117
1654,579,328,1,3.352947637438774,28.068154715590865
1655,567,324,1,3.318899944424629,18.2566909850915
1656,559,322,1,3.084520101547241,5.702752497410461
1657,539,318,1,3.12249892950058,9.337506766692846
1658,525,317,1,2.7116503566503525,9.412355009334167
1659,530,331,1,0.7071067690849304,44.99999999937468
1660,542,304,1,3.336067110300064,-32.509380196891975
1661,552,300,1,4.271637469530106,-21.304232141363677
1662,573,292,1,3.1563744843006134,-14.93345842577646
1663,583,288,1,3.1578327417373657,-21.473224718210364
1664,591,286,1,3.15752637386322,-21.57619486699139
1665,601,283,1,2.9154761135578156,-30.96375653192819
1666,626,278,1,2.5925203785300255,-6.132386864163588
1667,0,0,0,-inf,-inf
1668,660,275,1,3.14067479968071,-11.733949445932492
1669,675,276,1,3.130901664495468,10.357087422107822
1670,689,277,1,3.1278167068958282,9.968582887949916
1671,704,281,1,2.9103334844112396,34.3672751828049
1672,718,284,1,2.8840060383081436,22.5377442332458
1673,730,289,1,2.9065441489219666,35.44977731447168
1674,737,292,1,3.157874196767807,15.410967792582722
1675,756,301,1,3.1628967821598053,29.74615982121735
1676,768,309,1,2.9065441489219666,35.44977731436601
1677,779,318,1,2.8840060383081436,67.46225576669701
1678,786,319,1,2.2296395301818848,-59.089295054027666
1679,795,311,1,2.6648531556129456,-59.96866640385827
1680,0,0,0,-inf,-inf
1681,0,0,0,-inf,-inf
1682,0,0,0,-inf,-inf
1683,791,292,1,2.765263795852661,12.491578503918312
1684,783,291,1,2.9154761135578156,30.963756531615168
1685,776,291,1,2.5,0.0
1686,767,293,1,2.5,90.0
1687,759,295,1,2.5,89.99999999904142
1688,751,299,1,2.914320021867752,-60.64980066765095
1689,743,304,1,2.636432468891144,-56.47704326863723
1690,739,307,1,2.643728584051132,-10.870389527560762
1691,731,313,1,2.914320021867752,-60.64980066779218
1692,722,321,1,2.765263795852661,-77.50842149667382
1693,714,331,1,3.181980460882187,-45.000000000079275
1694,702,342,1,3.1622506380081177,-18.671145153051455
1695,698,339,1,2.8284270763397217,44.99999999979242
1696,691,333,1,3.084441661834717,31.17359249138943
1697,686,330,1,2.5,0.0
1698,679,326,1,2.8840060383081436,-67.46225576641162
1699,675,325,1,2.677588939666748,74.24786664153756
1700,667,325,1,2.604815699160099,-7.132256149967079
1701,661,325,1,3.0439666509628296,-20.607760045256047
1702,666,321,1,3.1981379985809326,-41.30995988792148
1703,672,317,1,3.3477114737033844,-59.89759243277998
1704,684,308,1,3.9015722572803497,-42.24971486268997
1705,697,301,1,3.158213049173355,-21.340213183426336
1706,707,296,1,3.3436555713415146,-22.041888416952954
1707,723,291,1,2.6000442504882812,4.065051177398988
1708,730,289,1,2.474873900413513,-45.000000001091834
1709,735,289,1,2.690001517534256,19.292699096755126
1710,743,290,1,2.765263795852661,12.491578503918312
1711,750,291,1,2.643728584051132,79.12961047288057
1712,756,293,1,2.9065441489219666,35.44977731386136
1713,762,296,1,2.765263795852661,77.50842149614347
1714,768,301,1,2.4877228140830994,47.44954622675875
1715,775,308,1,2.643728584051132,79.12961047288057
1716,776,320,1,0.5,0.0
1717,0,0,0,-inf,-inf
1718,787,310,1,0.0,0.0
1719,0,0,0,-inf,-inf
1720,0,0,0,-inf,-inf
1721,0,0,0,-inf,-inf
1722,774,296,1,3.1462047696113586,77.34430248989005
1723,766,287,1,3.176925450563431,45.77234019014326
1724,758,284,1,3.0421741902828217,20.50454345078511
1725,748,283,1,2.5,0.0
1726,740,282,1,3.0368667729198933,6.3401917461135975
1727,731,284,1,2.8284270763397217,-44.99999999979242
1728,721,286,1,2.8284270763397217,-44.99999999979242
1729,713,288,1,2.636432468891144,-33.5229567311382
1730,707,291,1,2.775253541767597,-76.87841591953762
1731,698,296,1,2.6000442504882812,4.065051177398988
1732,688,302,1,3.2015605568885803,-38.605821767817346
1733,673,313,1,2.915475994348526,-30.96375653207352
1734,663,323,1,2.877803713083267,-49.81558489610482
1735,657,329,1,2.87032949924469,-41.05992670563706
1736,648,339,1,2.8653596341609955,-48.39734921421388
1737,636,341,1,2.6756854951381683,-61.776416194194354
1738,626,336,1,3.7683853060007095,-14.938667985396092
1739,625,332,1,3.059353932738304,2.365469311889619
1740,0,0,0,-inf,-inf
1741,652,306,1,3.2004298269748688,-37.13584461911058
1742,663,301,1,2.8987555354833603,-24.82449387287598
1743,682,297,1,3.0,0.0
1744,688,297,1,2.5,0.0
1745,696,296,1,2.5,0.0
1746,707,297,1,3.0,0.0
1747,717,299,1,2.9138888269662857,29.07317154791408
1748,725,301,1,3.032587915658951,13.820318043469983
1749,738,308,1,2.915339767932892,59.589740386629984
1750,742,311,1,2.236012578010559,-63.03219307870913
1751,743,311,1,2.636432468891144,-56.47704326863723
1752,757,323,1,2.0,0.0
1753,763,318,1,2.6664306968450546,-76.19056596333162
1754,770,311,1,2.5,90.0
1755,775,306,1,1.5,90.0
1756,781,297,1,1.5,0.0
1757,782,295,1,2.030413046479225,-4.0650511773593845
1758,625,472,1,2.474873900413513,-45.000000000436735
1759,621,473,1,1.1067972034215927,-71.56505117707799
1760,616,471,1,1.5,90.0
1761,754,295,1,2.9944345951080322,3.4905287035495
1762,740,297,1,3.2231591641902924,-10.502551956789716
1763,733,298,1,3.075790695846081,-5.00398990110842
1764,717,302,1,3.1278167068958282,-9.968582887949916
1765,702,306,1,3.353900447487831,-27.193136319275435
1766,686,312,1,3.2477239295840263,-12.096336903906431
1767,670,317,1,3.2962826192379,-37.21904917919814
1768,655,325,1,3.5965439677238464,-29.639290333586175
1769,640,333,1,3.3454023599624634,-22.43745012182149
1770,623,333,1,3.160769611597061,16.665264515017938
1771,609,329,1,3.318899944424629,18.256690984969882
1772,596,326,1,3.6235693991184235,10.490366473620071
1773,599,451,1,1.5,90.0
1774,574,321,1,2.0265001598745584,-1.561065230943397
1775,583,311,1,3.3185500502586365,-55.08532670591293
1776,599,302,1,2.765263795852661,-12.491578503622247
1777,614,295,1,3.3540675938129425,-26.305515691782514
1778,627,290,1,3.157874196767807,-15.410967792582722
1779,645,283,1,4.2654855996370316,17.391020941598565
1780,658,282,1,2.765263795852661,-12.491578503387961
1781,670,282,1,3.1278167068958282,9.968582887756115
1782,681,282,1,2.765263795852661,12.491578503794752
1783,691,283,1,2.658227890729904,-30.96375653281881
1784,701,286,1,2.5,0.0
1785,711,291,1,2.0124610662460327,63.434948823233285
1786,716,292,1,1.5656618922948837,-3.9717359054557666
1787,724,297,1,2.669923424720764,75.63693466713157
1788,732,303,1,3.0421741902828217,69.4954565492149
1789,736,305,1,2.915339767932892,30.410259612954217
1790,739,308,1,2.614849090576172,-81.99948857321871
1791,747,316,1,2.765263795852661,-77.50842149640864
1792,754,308,1,2.6818734407424927,-63.086814523101445
1793,760,301,1,2.636432468891144,-33.5229567311382
1794,766,296,1,2.636432468891144,-33.52295672934172
1795,772,291,1,2.643728584051132,-79.12961047243924
1796,777,288,1,2.5,90.0
1797,0,0,0,-inf,-inf
1798,0,0,0,-inf,-inf
1799,0,0,0,-inf,-inf
1800,779,283,1,3.130901664495468,-10.357087421854454
1801,765,284,1,3.0897794291377068,-6.142609733539383
1802,751,287,1,3.0403998121619225,-8.006620835383867
1803,736,292,1,3.1563744843006134,-14.933458425693756
1804,722,300,1,3.588771104812622,-39.21993460289112
1805,707,309,1,3.353900447487831,-27.193136319275435
1806,691,322,1,3.601466119289398,-36.41772795046365
1807,676,336,1,3.199598014354706,-40.666857105725406
1808,660,341,1,3.339367926120758,21.192663542763032
1809,642,335,1,3.0718257278203964,4.698089961648352
1810,624,332,1,3.036193541251123,1.417722840039668
1811,610,331,1,2.058891162276268,-16.94808328189436
1812,622,322,1,3.1278167068958282,9.968582887756115
1813,644,313,1,3.084441661834717,-31.173592491512807
1814,663,309,1,3.0,0.0
1815,680,307,1,2.5,0.0
1816,695,308,1,2.687065601348877,25.46967080966221
1817,706,311,1,2.5,90.0
1818,718,316,1,2.8284270763397217,0.0
1819,728,320,1,2.468030422925949,27.697162223887904
1820,736,316,1,2.8284270763397217,-44.999999998132374
1821,741,311,1,2.877803713083267,-49.81558489593951
1822,748,302,1,2.763065367937088,-55.83522396608155
1823,755,295,1,2.90962490439415,-55.40566087840629
1824,761,290,1,2.4748736917972565,-45.00000000012111
1825,767,287,1,2.8284270763397217,0.0
1826,772,286,1,3.0122894644737244,-17.39342668803763
1827,774,283,1,2.1213203072547913,-45.00000000086851
1828,818,305,1,4.705965042114258,54.07635294325126
1829,766,291,1,2.527110192924738,-3.7093250298638436
1830,741,296,1,3.7941865622997284,-18.33689596076554
1831,715,306,1,3.601299226284027,-30.907248707368655
1832,689,317,1,3.535533845424652,0.0
1833,673,327,1,2.5882556661963463,-84.20020238915075
1834,656,326,1,3.6275863349437714,11.20171233264091
1835,645,324,1,3.0,0.0
1836,632,326,1,3.0,0.0
1837,619,329,1,3.1352707147598267,-26.979958407428978
1838,606,333,1,3.12249892950058,-9.337506766884175
1839,592,341,1,3.160614162683487,-20.2935289502406
1840,578,350,1,3.2286700308322906,-47.71626993368513
1841,565,361,1,3.194964677095413,-34.98088555615326
1842,558,367,1,4.284482479095459,-40.58528069857234
1843,537,390,1,4.226330280303955,-50.02563532004909
1844,524,407,1,3.8962399661540985,-46.32876620945273
1845,509,427,1,4.293337196111679,-32.0809051868684
1846,495,451,1,3.6557529866695404,-50.55098562791241
1847,0,0,0,-inf,-inf
1848,470,502,1,4.902899473905563,18.60285212829397
1849,456,499,1,3.530498541891575,11.18838225694831
1850,438,493,1,3.523739146068692,3.4487137787563893
1851,0,0,0,-inf,-inf
1852,399,635,1,19.312946647405624,-20.952269212747247
1853,0,0,0,-inf,-inf
1854,0,0,0,-inf,-inf
1855,400,635,1,19.312459230422974,-20.74615232941955
1856,0,0,0,-inf,-inf
1857,428,491,1,2.658227890729904,-30.963756532097563
1858,418,489,1,2.668762981891632,29.42817575079946
1859,431,471,1,2.0785812959074974,4.932903471542184
1860,406,478,1,1.577160969376564,-22.5
1861,0,0,0,-inf,-inf
1862,0,0,0,-inf,-inf
1863,0,0,0,-inf,-inf
1864,0,0,0,-inf,-inf
1865,170,618,1,7.1046823263168335,-40.52530117895895
1866,0,0,0,-inf,-inf
1867,396,637,1,17.44269034266472,-20.782181419557908
1868,0,0,0,-inf,-inf
1869,141,624,1,6.518976885825396,-3.9220702832606276
1870,111,626,1,6.634824573993683,-7.038854028616379
1871,79,630,1,6.6707978174090385,-13.177427355696764
1872,45,639,1,6.48212043941021,-18.36916413142618
1873,12,651,1,5.836401104927063,-15.752082079135523
1874,0,0,0,-inf,-inf
1875,361,449,1,2.8840060383081436,22.537744233360193
1876,355,448,1,3.022291913628578,15.88512869815514
1877,348,448,1,2.5,0.0
1878,340,452,1,2.9138699769973755,32.86547773615138
1879,330,459,1,3.0,2.435914337135135e-10
1880,300,486,1,0.5,90.0
1881,0,0,0,-inf,-inf
1882,384,642,1,1.7787750959396362,-43.04975312890165
1883,0,0,0,-inf,-inf
1884,0,0,0,-inf,-inf
1885,0,0,0,-inf,-inf
1886,0,0,0,-inf,-inf
1887,305,491,1,2.6771047115325928,-62.05224815799505
1888,296,484,1,2.8284270763397217,44.99999999993158
1889,282,483,1,2.8940450847148895,65.98760982945066
1890,260,500,1,2.9981494545936584,-87.98735521006779
1891,0,0,0,-inf,-inf
1892,0,0,0,-inf,-inf
1893,210,412,1,5.404385268688202,-54.12228988219796
1894,0,0,0,-inf,-inf
1895,0,0,0,-inf,-inf
1896,0,0,0,-inf,-inf
1897,400,635,1,19.31215700507164,-20.6528058284755
1898,0,0,0,-inf,-inf
1899,573,325,1,1.7685026824474335,67.49999999979735
1900,569,325,1,2.0849487483501434,-34.37474724715985
1901,565,319,1,1.5,0.0
1902,0,0,0,-inf,-inf
1903,400,635,1,19.31279331445694,-20.874852924208998
1904,0,0,0,-inf,-inf
1905,0,0,0,-inf,-inf
1906,399,636,1,16.984773725271225,-21.351938301149083
1907,0,0,0,-inf,-inf
1908,0,0,0,-inf,-inf
1909,385,641,1,3.1507810801267624,-13.547776246952619
1910,0,0,0,-inf,-inf
1911,0,0,0,-inf,-inf
1912,383,642,1,1.7888544499874115,-26.56505117707799
1913,0,0,0,-inf,-inf
1914,0,0,0,-inf,-inf
1915,537,216,1,2.765263795852661,77.50842149626965
1916,533,204,1,3.352947637438774,61.931845284409135
1917,532,200,1,2.877847522497177,68.25152146042008
1918,526,193,1,2.8284270763397217,44.999999998132374
1919,525,191,1,2.5,0.0
1920,524,191,1,2.765263795852661,77.50842149626965
1921,521,191,1,2.5,0.0
1922,517,193,1,2.5,90.0
1923,516,196,1,2.877803713083267,-49.815584896128996
1924,512,203,1,2.765263795852661,-77.50842149640222
1925,511,207,1,2.614849090576172,-8.000511426474274
1926,510,211,1,2.5,90.0
1927,507,219,1,2.8840060383081436,-67.4622557666115
1928,505,229,1,2.852209150791168,-70.99424486497324
1929,0,0,0,-inf,-inf
1930,380,645,1,0.0,0.0
1931,0,0,0,-inf,-inf
1932,0,0,0,-inf,-inf
1933,492,310,1,2.0,0.0
1934,490,313,1,4.0146719217300415,24.565900740222812
1935,544,331,1,4.271572053432465,19.74304885191905
1936,558,336,1,4.020488947629929,25.581127557174902
1937,586,333,1,3.8077451586723328,-22.705227894942567
1938,608,323,1,3.8514434099197388,-30.29446783757489
1939,630,315,1,3.899536907672882,-21.80507278218744
1940,651,308,1,3.160769611597061,-16.665264515017938
1941,670,304,1,3.1470471918582916,12.809335958825132
1942,687,302,1,3.1400251127779484,-5.9838058905379015
1943,705,302,1,3.0403998121619225,8.006620835466274
1944,721,303,1,2.909295380115509,34.6951535307001
1945,736,306,1,2.915475994348526,30.96375653207352
1946,749,310,1,3.1278167068958282,9.9685828878077
1947,769,319,1,2.8284270763397217,0.0
1948,777,319,1,1.0,90.0
1949,791,312,1,2.90962490439415,-34.59433912194973
1950,802,305,1,2.907149165868759,-54.70492899067187
1951,812,299,1,3.0321620404720306,-5.000042279040587
1952,803,288,1,4.990730166435242,40.359375071920155
1953,784,298,1,4.122436836361885,13.004153795986662
1954,757,298,1,4.0,0.0
1955,716,304,1,3.734591878950596,-11.938800871250924
1956,702,307,1,4.120823547244072,-12.129922254810367
1957,688,311,1,4.269858509302139,-18.74113010590092
1958,660,320,1,3.8075322806835175,-22.416686887034647
1959,633,331,1,4.7426465302705765,-17.402690267909538
1960,605,337,1,3.7032738775014877,9.737293100218004
1961,580,331,1,3.6150256395339966,22.66831703938789
1962,0,0,0,-inf,-inf
1963,0,0,0,-inf,-inf
1964,613,302,1,4.804825931787491,-11.308935806130634
1965,630,298,1,4.603519469499588,-15.513329656166977
1966,660,293,1,4.098502486944199,-7.773928747279971
1967,702,289,1,4.0,8.706899073083334e-11
1968,727,289,1,3.1400251127779484,5.9838058905379015
1969,748,292,1,3.6350925266742706,12.953253999757193
1970,769,296,1,3.1394100189208984,11.540308607745361
1971,796,304,1,3.1954088509082794,47.78728407019435
1972,836,310,1,2.0610309094190598,-15.325333978282652
1973,840,297,1,0.0,0.0
1974,0,0,0,-inf,-inf
1975,0,0,0,-inf,-inf
1976,823,286,1,1.561790481209755,9.46232220796715
1977,0,0,0,-inf,-inf
1978,0,0,0,-inf,-inf
1979,0,0,0,-inf,-inf
1980,921,365,1,2.901009649038315,-36.67385013482081
1981,932,358,1,2.901009649038315,-53.32614986532089
1982,942,350,1,3.1259677708148956,-27.125900870864147
1983,946,348,1,3.034516852349043,-5.61208020591984
1984,964,341,1,3.161456048488617,-19.741010947449638
1985,973,339,1,2.5,0.0
1986,981,340,1,3.0403998121619225,8.006620835673598
1987,989,340,1,2.5925203785300255,-6.132386863331664
1988,996,342,1,2.5,0.0
1989,0,0,0,-inf,-inf
1990,385,641,1,3.1614899337291718,-17.156073546491047
1991,0,0,0,-inf,-inf
1992,1017,360,1,1.0,90.0
1993,0,0,0,-inf,-inf
1994,0,0,0,-inf,-inf
1995,0,0,0,-inf,-inf
1996,0,0,0,-inf,-inf
1997,0,0,0,-inf,-inf
1998,0,0,0,-inf,-inf
1999,0,0,0,-inf,-inf
2000,0,0,0,-inf,-inf
2001,507,450,1,0.0,0.0
2002,506,450,1,0.5,0.0
2003,503,445,1,1.1067972034215927,-71.56505117699461
2004,0,0,0,-inf,-inf
2005,0,0,0,-inf,-inf
2006,0,0,0,-inf,-inf
2007,0,0,0,-inf,-inf
2008,0,0,0,-inf,-inf
2009,600,471,1,0.5,90.0
2010,0,0,0,-inf,-inf
2011,423,627,1,10.429957896471024,-19.250628231985893
2012,0,0,0,-inf,-inf
2013,0,0,0,-inf,-inf
2014,403,634,1,19.312948018312454,-20.952835731695263
2015,0,0,0,-inf,-inf
2016,836,391,1,1.1067972034215927,71.56505117791176
2017,0,0,0,-inf,-inf
2018,0,0,0,-inf,-inf
2019,765,400,1,0.0,0.0
2020,0,0,0,-inf,-inf
2021,0,0,0,-inf,-inf
2022,0,0,0,-inf,-inf
2023,400,635,1,19.31253758072853,-20.773032535078897
2024,0,0,0,-inf,-inf
2025,0,0,0,-inf,-inf
2026,400,635,1,19.31270271539688,-20.83592488206518
2027,0,0,0,-inf,-inf
2028,0,0,0,-inf,-inf
2029,400,635,1,19.31253758072853,-20.773032535078897
2030,0,0,0,-inf,-inf
2031,0,0,0,-inf,-inf
2032,399,636,1,19.312705248594284,-20.83771444020565
2033,0,0,0,-inf,-inf
2034,0,0,0,-inf,-inf
2035,399,636,1,19.312390714883804,-20.723959382929575
2036,0,0,0,-inf,-inf
2037,0,0,0,-inf,-inf
2038,377,645,1,8.068905651569366,-19.12038463340664
2039,0,0,0,-inf,-inf
2040,0,0,0,-inf,-inf
2041,423,627,1,10.425047934055328,-19.797342225495385
2042,0,0,0,-inf,-inf
2043,797,265,1,1.0,90.0
2044,797,260,1,0.0,0.0
2045,0,0,0,-inf,-inf
2046,519,460,1,2.0,0.0
2047,517,460,1,2.0,0.0
2048,517,460,1,1.0,0.0
2049,514,453,1,2.828427314758301,0.0
2050,510,452,1,2.474873900413513,0.0
2051,506,455,1,3.010959825478494,1.3516788972073914
2052,0,0,0,-inf,-inf
2053,386,641,1,3.630185976624489,-11.725357764452582
2054,0,0,0,-inf,-inf
2055,0,0,0,-inf,-inf
2056,376,645,1,8.070148944854736,-19.316038457806602
2057,0,0,0,-inf,-inf
2058,786,286,1,2.0422128438949585,21.89056238237097
2059,779,289,1,4.186079800128937,22.253857632240653
2060,780,296,1,2.8248110711574554,16.637443992635664
2061,776,302,1,2.893529087305069,-23.929164342446352
2062,771,308,1,2.8987555354833603,-65.17550612669883
2063,766,317,1,2.9138888269662857,-60.92682845182939
2064,750,287,1,0.0,0.0
2065,760,317,1,2.474873900413513,45.000000001091834
2066,757,312,1,2.852209150791168,70.99424486538999
2067,755,310,1,2.3961895406246185,69.69935267576746
2068,752,308,1,2.5,89.99999999904142
2069,749,306,1,2.6204960346221924,81.48639633239706
2070,747,307,1,2.6917088627815247,20.341986240225825
2071,744,308,1,2.5,90.0
2072,741,311,1,2.604815699160099,82.86774385180821
2073,739,317,1,2.90962490439415,-34.59433912194973
2074,736,322,1,2.664202243089676,-30.12755935281527
2075,733,330,1,3.0397999435663223,-78.69006752566185
2076,731,339,1,3.0376800149679184,83.36467806148151
2077,730,333,1,2.5,90.0
2078,729,329,1,2.8062776774168015,74.76722753962991
2079,729,326,1,2.677588939666748,74.24786664107022
2080,728,322,1,2.5,0.0
2081,728,321,1,2.918536067008972,25.802417748090146
2082,726,322,1,2.884876072406769,-39.27226197208316
2083,704,332,1,2.2360678911209106,26.56505117707799
2084,706,331,1,3.0980565547943115,6.868134152718973
2085,726,320,1,2.807716965675354,38.06218048015204
2086,727,310,1,2.765263795852661,77.50842149640864
2087,727,303,1,2.877847522497177,-68.25152146069928
2088,729,297,1,2.6912843883037567,-23.58053974413171
2089,730,292,1,2.643728584051132,10.870389527471414
2090,732,289,1,2.9148387908935547,57.83840784100046
2091,733,288,1,2.8284270763397217,-44.99999999979242
2092,735,288,1,2.677588939666748,74.24786664091444
2093,736,289,1,2.5,0.0
2094,737,292,1,2.828427314758301,-44.99999998749355
2095,738,295,1,2.636432468891144,-56.47704326863723
2096,740,300,1,2.8840060383081436,-67.46225576646881
2097,741,306,1,2.636432468891144,-56.47704326863723
2098,741,310,1,2.5,0.0
2099,742,317,1,2.828427314758301,44.999999999599794
2100,744,317,1,3.0376800149679184,-83.36467806205773
2101,746,308,1,2.8248110711574554,-73.36255600730594
2102,748,301,1,2.9154761135578156,-59.03624346771407
2103,750,296,1,2.614849090576172,-81.99948857256305
2104,752,291,1,2.5,90.0
2105,754,288,1,2.877847522497177,68.25152146042008
2106,755,290,1,1.1067972034215927,18.43494882313045
2107,0,0,0,-inf,-inf
2108,756,286,1,2.0344256684184074,85.26883889592635
2109,794,303,1,2.2255045771598816,69.00639375200554
2110,785,296,1,5.277519762516022,34.37096701665602
2111,750,295,1,3.157874196767807,-15.410967792582722
2112,736,302,1,3.200631320476532,-49.95842724385118
2113,724,313,1,3.264288693666458,-50.145883366893024
2114,713,318,1,2.8284270763397217,-44.99999999979242
2115,701,322,1,2.765263795852661,-12.491578503622247
2116,690,329,1,3.0773881673812866,-31.740727563537583
2117,678,340,1,2.884876072406769,-39.27226197208316
